pl_name,pl_letter,hostname,gaia_id,disc_locale,ra,dec,pl_orbper,st_spectype,pl_rade,pl_masse,st_lum,sy_dist,sky_coord.ra,sky_coord.dec
MWC 758 c,Unknown,Unknown,Unknown,Ground,82.6147199,25.3324076,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,82.6147199,25.3324076
MXB 1658-298 b,Unknown,Unknown,Unknown,Ground,255.5272522,-29.9455833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,255.5272522,-29.9455833
NGC 2682 Sand 1429 b,Unknown,Unknown,Unknown,Ground,133.0147781,11.6899626,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,133.0147781,11.6899626
NGC 2682 Sand 364 b,Unknown,Unknown,Unknown,Ground,132.4866957,11.6924845,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,132.4866957,11.6924845
NGC 2682 Sand 978 b,Unknown,Unknown,Unknown,Ground,132.8228085,11.7562959,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,132.8228085,11.7562959
NGC 2682 YBP 1194 b,Unknown,Unknown,Unknown,Ground,132.7533077,11.8146537,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,132.7533077,11.8146537
NGC 2682 YBP 1514 b,Unknown,Unknown,Unknown,Ground,132.7531307,11.8865128,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,132.7531307,11.8865128
NGC 2682 YBP 401 b,Unknown,Unknown,Unknown,Ground,132.8293081,11.6710271,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,132.8293081,11.6710271
NGTS-1 b,Unknown,Unknown,Unknown,Ground,82.7142134,-36.6309812,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,82.7142134,-36.6309812
NGTS-10 b,Unknown,Unknown,Unknown,Ground,91.8722801,-25.5948963,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,91.8722801,-25.5948963
NGTS-11 b,Unknown,Unknown,Unknown,Ground,23.5214497,-14.4191493,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,23.5214497,-14.4191493
NGTS-12 b,Unknown,Unknown,Unknown,Ground,176.2499418,-35.640563,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,176.2499418,-35.640563
NGTS-13 b,Unknown,Unknown,Unknown,Ground,176.2402326,-38.1397158,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,176.2402326,-38.1397158
NGTS-14 A b,Unknown,Unknown,Unknown,Ground,328.5174799,-38.3774193,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,328.5174799,-38.3774193
NGTS-15 b,Unknown,Unknown,Unknown,Ground,73.3553101,-32.8003484,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,73.3553101,-32.8003484
NGTS-16 b,Unknown,Unknown,Unknown,Ground,58.2639299,-30.8046405,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,58.2639299,-30.8046405
NGTS-17 b,Unknown,Unknown,Unknown,Ground,72.9005729,-34.2262128,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,72.9005729,-34.2262128
NGTS-18 b,Unknown,Unknown,Unknown,Ground,180.5462193,-35.5486091,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,180.5462193,-35.5486091
NGTS-2 b,Unknown,Unknown,Unknown,Ground,215.1227617,-31.2020698,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,215.1227617,-31.2020698
NGTS-20 b,Unknown,Unknown,Unknown,Ground,46.2926368,-21.9336472,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,46.2926368,-21.9336472
NGTS-21 b,Unknown,Unknown,Unknown,Ground,311.2583112,-35.4278412,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,311.2583112,-35.4278412
NGTS-23 b,Unknown,Unknown,Unknown,Ground,70.4322947,-40.0445299,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,70.4322947,-40.0445299
NGTS-24 b,Unknown,Unknown,Unknown,Ground,168.5638892,-37.9101328,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,168.5638892,-37.9101328
NGTS-25 b,Unknown,Unknown,Unknown,Ground,307.4182976,-39.0323568,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,307.4182976,-39.0323568
NGTS-26 b,Unknown,Unknown,Unknown,Ground,217.6832961,-31.7324526,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,217.6832961,-31.7324526
NGTS-27 b,Unknown,Unknown,Unknown,Ground,206.0265266,-32.5229747,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,206.0265266,-32.5229747
NGTS-3 A b,Unknown,Unknown,Unknown,Ground,94.4447595,-35.706364,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,94.4447595,-35.706364
NGTS-30 b,Unknown,Unknown,Unknown,Ground,173.714867,-24.6054801,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,173.714867,-24.6054801
NGTS-4 b,Unknown,Unknown,Unknown,Ground,89.59889449999999,-30.8117992,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,89.59889449999999,-30.8117992
NGTS-5 b,Unknown,Unknown,Unknown,Ground,221.0582692,5.6053735,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,221.0582692,5.6053735
NGTS-6 b,Unknown,Unknown,Unknown,Ground,75.795382,-30.3994612,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,75.795382,-30.3994612
NGTS-8 b,Unknown,Unknown,Unknown,Ground,328.9759206,-14.0684399,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,328.9759206,-14.0684399
NGTS-9 b,Unknown,Unknown,Unknown,Ground,141.9206435,-19.3476477,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,141.9206435,-19.3476477
NN Ser c,Unknown,Unknown,Unknown,Ground,238.2337015,12.9120871,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,238.2337015,12.9120871
NN Ser d,Unknown,Unknown,Unknown,Ground,238.2337015,12.9120871,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,238.2337015,12.9120871
NSVS 14256825 b,Unknown,Unknown,Unknown,Ground,305.001946,4.6323715,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,305.001946,4.6323715
NY Vir b,Unknown,Unknown,Unknown,Ground,204.7005847,-2.0303873,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,204.7005847,-2.0303873
NY Vir c,Unknown,Unknown,Unknown,Ground,204.7005847,-2.0303873,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,204.7005847,-2.0303873
OGLE-2003-BLG-235L b,Unknown,Unknown,Unknown,Ground,271.318125,-28.895,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.318125,-28.895
OGLE-2005-BLG-071L b,Unknown,Unknown,Unknown,Ground,267.540708,-34.6731944,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.540708,-34.6731944
OGLE-2005-BLG-169L b,Unknown,Unknown,Unknown,Ground,271.5221669,-30.7326389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.5221669,-30.7326389
OGLE-2005-BLG-390L b,Unknown,Unknown,Unknown,Ground,268.579958,-30.3773056,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.579958,-30.3773056
OGLE-2006-BLG-109L b,Unknown,Unknown,Unknown,Ground,268.143792,-30.0877778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.143792,-30.0877778
OGLE-2006-BLG-109L c,Unknown,Unknown,Unknown,Ground,268.143792,-30.0877778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.143792,-30.0877778
OGLE-2006-BLG-284L A b,Unknown,Unknown,Unknown,Ground,269.65925,-29.1366667,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.65925,-29.1366667
OGLE-2007-BLG-349L AB c,Unknown,Unknown,Unknown,Ground,271.351807,-26.4219437,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.351807,-26.4219437
OGLE-2007-BLG-368L b,Unknown,Unknown,Unknown,Ground,269.108167,-32.2374167,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.108167,-32.2374167
OGLE-2008-BLG-092L b,Unknown,Unknown,Unknown,Ground,267.540708,-34.6731944,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.540708,-34.6731944
OGLE-2008-BLG-355L b,Unknown,Unknown,Unknown,Ground,269.786708,-30.7594722,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.786708,-30.7594722
OGLE-2011-BLG-0173L b,Unknown,Unknown,Unknown,Ground,269.315735,-28.2338619,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.315735,-28.2338619
OGLE-2011-BLG-0251L b,Unknown,Unknown,Unknown,Ground,264.559083,-27.1361389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,264.559083,-27.1361389
OGLE-2011-BLG-0265L b,Unknown,Unknown,Unknown,Ground,269.448833,-27.3945278,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.448833,-27.3945278
OGLE-2012-BLG-0026L b,Unknown,Unknown,Unknown,Ground,263.57791685,-27.14275,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,263.57791685,-27.14275
OGLE-2012-BLG-0026L c,Unknown,Unknown,Unknown,Ground,263.57791685,-27.14275,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,263.57791685,-27.14275
OGLE-2012-BLG-0358L b,Unknown,Unknown,Unknown,Ground,265.694875,-24.261,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,265.694875,-24.261
OGLE-2012-BLG-0406L b,Unknown,Unknown,Unknown,Ground,268.325708,-30.4711667,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.325708,-30.4711667
OGLE-2012-BLG-0563L b,Unknown,Unknown,Unknown,Ground,271.4905,-27.712,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.4905,-27.712
OGLE-2012-BLG-0724L b,Unknown,Unknown,Unknown,Ground,268.9682917,-29.8185278,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.9682917,-29.8185278
OGLE-2012-BLG-0838L b,Unknown,Unknown,Unknown,Ground,273.003083,-25.7116111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,273.003083,-25.7116111
OGLE-2012-BLG-0950L b,Unknown,Unknown,Unknown,Ground,272.019257,-29.7315826,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,272.019257,-29.7315826
OGLE-2013-BLG-0102L b,Unknown,Unknown,Unknown,Ground,268.0295,-31.6905833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.0295,-31.6905833
OGLE-2013-BLG-0132L b,Unknown,Unknown,Unknown,Ground,269.764618,-28.4210281,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.764618,-28.4210281
OGLE-2013-BLG-0341L B b,Unknown,Unknown,Unknown,Ground,268.031208,-29.8461111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.031208,-29.8461111
OGLE-2013-BLG-0911L b,Unknown,Unknown,Unknown,Ground,268.88325,-29.2538333,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.88325,-29.2538333
OGLE-2013-BLG-1721L b,Unknown,Unknown,Unknown,Ground,268.126556,-30.2926941,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.126556,-30.2926941
OGLE-2013-BLG-1761L b,Unknown,Unknown,Unknown,Ground,268.409485,-28.8952713,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.409485,-28.8952713
OGLE-2014-BLG-0124L b,Unknown,Unknown,Unknown,Ground,270.62170815,-28.39625,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.62170815,-28.39625
OGLE-2014-BLG-0221L b,Unknown,Unknown,Unknown,Ground,270.30375,-27.4267639,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.30375,-27.4267639
OGLE-2014-BLG-0319L b,Unknown,Unknown,Unknown,Ground,266.9611667,-33.9350444,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.9611667,-33.9350444
OGLE-2014-BLG-0676L b,Unknown,Unknown,Unknown,Ground,268.10208215,-30.54838915,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.10208215,-30.54838915
OGLE-2014-BLG-1722L b,Unknown,Unknown,Unknown,Ground,268.75238,-31.4690552,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.75238,-31.4690552
OGLE-2014-BLG-1722L c,Unknown,Unknown,Unknown,Ground,268.75238,-31.4690552,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.75238,-31.4690552
OGLE-2014-BLG-1760L b,Unknown,Unknown,Unknown,Ground,269.408997,-28.9631577,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.408997,-28.9631577
OGLE-2015-BLG-0051L b,Unknown,Unknown,Unknown,Ground,269.662537,-28.0316944,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.662537,-28.0316944
OGLE-2015-BLG-0954L b,Unknown,Unknown,Unknown,Ground,270.184333,-28.6608889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.184333,-28.6608889
OGLE-2015-BLG-0966L b,Unknown,Unknown,Unknown,Ground,268.75425,-29.0471111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.75425,-29.0471111
OGLE-2015-BLG-1649L b,Unknown,Unknown,Unknown,Ground,271.2050417,-32.6330278,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.2050417,-32.6330278
OGLE-2015-BLG-1670L b,Unknown,Unknown,Unknown,Ground,268.1587917,-28.551916700000003,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.1587917,-28.551916700000003
OGLE-2015-BLG-1771L b,Unknown,Unknown,Unknown,Ground,268.799,-28.862749999999995,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.799,-28.862749999999995
OGLE-2016-BLG-0263L b,Unknown,Unknown,Unknown,Ground,269.895416,-31.8186111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.895416,-31.8186111
OGLE-2016-BLG-0613L AB b,Unknown,Unknown,Unknown,Ground,269.260406,-28.1161671,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.260406,-28.1161671
OGLE-2016-BLG-1067L b,Unknown,Unknown,Unknown,Ground,273.2045,-27.0126389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,273.2045,-27.0126389
OGLE-2016-BLG-1093L b,Unknown,Unknown,Unknown,Ground,269.0042917,-32.7134722,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.0042917,-32.7134722
OGLE-2016-BLG-1190L b,Unknown,Unknown,Unknown,Ground,269.717926,-27.6135559,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.717926,-27.6135559
OGLE-2016-BLG-1195L b,Unknown,Unknown,Unknown,Ground,268.84793098,-30.2072506,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.84793098,-30.2072506
OGLE-2016-BLG-1227L b,Unknown,Unknown,Unknown,Ground,265.597125,-33.7597778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,265.597125,-33.7597778
OGLE-2017-BLG-0173L b,Unknown,Unknown,Unknown,Ground,267.970612,-29.271360400000002,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.970612,-29.271360400000002
OGLE-2017-BLG-0373L b,Unknown,Unknown,Unknown,Ground,269.3294067,-31.9517231,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.3294067,-31.9517231
OGLE-2017-BLG-0406L b,Unknown,Unknown,Unknown,Ground,268.999667,-29.8631389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.999667,-29.8631389
OGLE-2017-BLG-0448L b,Unknown,Unknown,Unknown,Ground,268.668625,-31.0319167,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.668625,-31.0319167
OGLE-2017-BLG-0482L b,Unknown,Unknown,Unknown,Ground,269.048889,-30.5283604,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.048889,-30.5283604
OGLE-2017-BLG-0604L b,Unknown,Unknown,Unknown,Ground,267.891667,-30.9465556,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.891667,-30.9465556
OGLE-2017-BLG-0640L b,Unknown,Unknown,Unknown,Ground,267.465125,-29.4615,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.465125,-29.4615
OGLE-2017-BLG-1049L b,Unknown,Unknown,Unknown,Ground,269.533542,-27.1442222,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.533542,-27.1442222
OGLE-2017-BLG-1099L b,Unknown,Unknown,Unknown,Ground,263.96425,-29.5858611,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,263.96425,-29.5858611
OGLE-2017-BLG-1140L b,Unknown,Unknown,Unknown,Ground,266.883057,-24.5226669,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.883057,-24.5226669
OGLE-2017-BLG-1237L b,Unknown,Unknown,Unknown,Ground,271.6499583,-28.3288306,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.6499583,-28.3288306
OGLE-2017-BLG-1275L b,Unknown,Unknown,Unknown,Ground,267.9154167,-29.4979694,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.9154167,-29.4979694
OGLE-2017-BLG-1375L b,Unknown,Unknown,Unknown,Ground,269.154875,-30.3114167,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.154875,-30.3114167
OGLE-2017-BLG-1434L b,Unknown,Unknown,Unknown,Ground,268.28038534,-30.2457091,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.28038534,-30.2457091
OGLE-2017-BLG-1522L b,Unknown,Unknown,Unknown,Ground,270.319366,-28.4619713,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.319366,-28.4619713
OGLE-2017-BLG-1691L b,Unknown,Unknown,Unknown,Ground,263.5938333,-29.284830600000003,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,263.5938333,-29.284830600000003
OGLE-2017-BLG-1806L b,Unknown,Unknown,Unknown,Ground,266.62325,-24.2722694,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.62325,-24.2722694
OGLE-2018-BLG-0298L b,Unknown,Unknown,Unknown,Ground,264.2845,-29.7091111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,264.2845,-29.7091111
OGLE-2018-BLG-0383L b,Unknown,Unknown,Unknown,Ground,268.68075,-28.7392778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.68075,-28.7392778
OGLE-2018-BLG-0506L b,Unknown,Unknown,Unknown,Ground,267.6298333,-31.9240556,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.6298333,-31.9240556
OGLE-2018-BLG-0516L b,Unknown,Unknown,Unknown,Ground,269.640125,-31.2623889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.640125,-31.2623889
OGLE-2018-BLG-0532L b,Unknown,Unknown,Unknown,Ground,269.9834167,-28.99775,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.9834167,-28.99775
OGLE-2018-BLG-0567L b,Unknown,Unknown,Unknown,Ground,269.0184167,-27.9871111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.0184167,-27.9871111
OGLE-2018-BLG-0596L b,Unknown,Unknown,Unknown,Ground,269.0555417,-29.1990833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.0555417,-29.1990833
OGLE-2018-BLG-0677L b,Unknown,Unknown,Unknown,Ground,268.751125,-32.0165306,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.751125,-32.0165306
OGLE-2018-BLG-0740L b,Unknown,Unknown,Unknown,Ground,272.1769583,-29.8358056,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,272.1769583,-29.8358056
OGLE-2018-BLG-0799L b,Unknown,Unknown,Unknown,Ground,273.459,-25.4857222,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,273.459,-25.4857222
OGLE-2018-BLG-0932L b,Unknown,Unknown,Unknown,Ground,268.3512083,-29.0218056,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.3512083,-29.0218056
OGLE-2018-BLG-0962L b,Unknown,Unknown,Unknown,Ground,268.1747917,-32.30925,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.1747917,-32.30925
OGLE-2018-BLG-0977L b,Unknown,Unknown,Unknown,Ground,268.506125,-30.6048056,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.506125,-30.6048056
OGLE-2018-BLG-1011L b,Unknown,Unknown,Unknown,Ground,269.014,-29.0828889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.014,-29.0828889
OGLE-2018-BLG-1011L c,Unknown,Unknown,Unknown,Ground,269.014,-29.0828889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.014,-29.0828889
OGLE-2018-BLG-1119L b,Unknown,Unknown,Unknown,Ground,270.02925,-32.3752778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.02925,-32.3752778
OGLE-2018-BLG-1126L b,Unknown,Unknown,Unknown,Ground,268.355875,-31.7247194,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.355875,-31.7247194
OGLE-2018-BLG-1185L b,Unknown,Unknown,Unknown,Ground,269.79275,-27.8350833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.79275,-27.8350833
OGLE-2018-BLG-1212L b,Unknown,Unknown,Unknown,Ground,271.077625,-28.1940833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.077625,-28.1940833
OGLE-2018-BLG-1269L b,Unknown,Unknown,Unknown,Ground,269.693417,-27.6179444,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.693417,-27.6179444
OGLE-2018-BLG-1367L b,Unknown,Unknown,Unknown,Ground,269.755625,-29.1683611,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.755625,-29.1683611
OGLE-2018-BLG-1428L b,Unknown,Unknown,Unknown,Ground,265.548708,-26.1378889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,265.548708,-26.1378889
OGLE-2018-BLG-1647L b,Unknown,Unknown,Unknown,Ground,268.962375,-31.817,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,268.962375,-31.817
OGLE-2018-BLG-1700L b,Unknown,Unknown,Unknown,Ground,269.956042,-28.5286389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.956042,-28.5286389
OGLE-2019-BLG-0249L b,Unknown,Unknown,Unknown,Ground,265.4035,-34.70175,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,265.4035,-34.70175
OGLE-2019-BLG-0299L b,Unknown,Unknown,Unknown,Ground,266.6794583,-23.5843111,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.6794583,-23.5843111
OGLE-2019-BLG-0304L b,Unknown,Unknown,Unknown,Ground,264.0267083,-26.1459889,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,264.0267083,-26.1459889
OGLE-2019-BLG-0362L b,Unknown,Unknown,Unknown,Ground,263.46525,-24.8103611,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,263.46525,-24.8103611
OGLE-2019-BLG-0468L b,Unknown,Unknown,Unknown,Ground,266.406,-24.4472778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.406,-24.4472778
OGLE-2019-BLG-0468L c,Unknown,Unknown,Unknown,Ground,266.406,-24.4472778,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,266.406,-24.4472778
OGLE-2019-BLG-0679L b,Unknown,Unknown,Unknown,Ground,265.7404167,-27.7728806,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,265.7404167,-27.7728806
OGLE-2019-BLG-0954L b,Unknown,Unknown,Unknown,Ground,267.91325,-29.611,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.91325,-29.611
OGLE-2019-BLG-0960L b,Unknown,Unknown,Unknown,Ground,274.0142917,-25.7746667,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,274.0142917,-25.7746667
OGLE-2019-BLG-1053L b,Unknown,Unknown,Unknown,Ground,270.166375,-27.3415833,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.166375,-27.3415833
OGLE-2019-BLG-1180L b,Unknown,Unknown,Unknown,Ground,269.2465417,-27.9754444,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,269.2465417,-27.9754444
OGLE-2019-BLG-1470L AB c,Unknown,Unknown,Unknown,Ground,271.9492083,-27.0335556,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,271.9492083,-27.0335556
OGLE-2019-BLG-1492L b,Unknown,Unknown,Unknown,Ground,270.0964583,-28.6311389,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,270.0964583,-28.6311389
OGLE-2023-BLG-0836L b,Unknown,Unknown,Unknown,Ground,267.186875,-23.7415194,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.186875,-23.7415194
OGLE-TR-10 b,Unknown,Unknown,Unknown,Ground,267.8677483,-29.8764758,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,267.8677483,-29.8764758
OGLE-TR-111 b,Unknown,Unknown,Unknown,Ground,163.324115,-61.4056976,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,163.324115,-61.4056976
OGLE-TR-113 b,Unknown,Unknown,Unknown,Ground,163.1010355,-61.446859100000005,3.1606296,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,,163.1010355,-61.446859100000005
