Index,pl_name,hostname,ra,dec,sy_gaiamag,sy_dist
4888,Kepler-329 c,Kepler-329,299.2681646,45.2272852,15.4312,439.719
4889,Kepler-1088 b,Kepler-1088,281.5614578,42.4504087,11.778,280.629
4890,Kepler-359 c,Kepler-359,293.2936129,42.1963497,15.8814,1443.21
4891,Kepler-1283 b,Kepler-1283,295.4623336,40.7769335,15.0697,2921.99
4892,HD 39194 d,HD 39194,86.129071,-70.1382377,7.85201,26.4131
4893,Kepler-875 b,Kepler-875,297.3012497,43.1418313,15.2096,1242.62
4894,Kepler-303 b,Kepler-303,283.1354742,43.6567036,14.396,209.738
4895,Kepler-923 b,Kepler-923,294.1710831,40.0551372,14.0117,1000.28
4896,Kepler-648 b,Kepler-648,283.8996207,45.0169137,13.9145,636.03
4897,Kepler-393 b,Kepler-393,290.995205,45.192188,13.1783,881.404
4898,Kepler-1626 b,Kepler-1626,296.5004384,40.7212069,14.2242,1368.83
4899,Kepler-1646 b,Kepler-1646,287.5264859,42.9129356,15.6554,127.591
4900,NN Ser d,NN Ser,238.2337015,12.9120871,16.5905,515.818
4901,Kepler-81 b,Kepler-81,293.6369437,42.8248275,15.004,348.291
4902,Kepler-200 c,Kepler-200,284.4099503,41.2374928,13.9518,665.912
4903,Kepler-1469 b,Kepler-1469,293.8213286,39.3913385,15.9891,1159.3
4904,Kepler-1059 b,Kepler-1059,289.2202147,41.7064385,15.4894,713.167
4905,Kepler-570 b,Kepler-570,290.4376111,48.7918597,14.3288,568.148
4906,Kepler-1331 b,Kepler-1331,297.0737928,41.2244613,15.0318,319.197
4907,Kepler-321 b,Kepler-321,294.4536991,44.1457626,12.7549,384.542
4908,Kepler-1255 b,Kepler-1255,295.2392569,42.7264842,15.199,1617.07
4909,Kepler-704 b,Kepler-704,283.3163671,41.8370942,15.2487,1228.83
4910,Kepler-172 b,Kepler-172,283.3684093,41.821839,14.5369,828.592
4911,Kepler-1118 b,Kepler-1118,299.9656619,44.1608805,14.956,888.325
4912,Kepler-1119 b,Kepler-1119,297.0191018,44.3274936,15.0671,1757.23
4913,Kepler-359 b,Kepler-359,293.2936129,42.1963497,15.8814,1443.21
4914,Kepler-1395 b,Kepler-1395,292.3374945,47.6641732,12.536,492.894
4915,Kepler-1398 c,Kepler-1398,294.8661073,48.6389923,13.6605,852.204
4916,Kepler-1303 b,Kepler-1303,284.287147,42.3555784,14.6164,897.783
4917,Kepler-1305 b,Kepler-1305,297.3394624,46.3472165,15.7145,1575.23
4918,Kepler-1464 b,Kepler-1464,287.2356828,38.7540824,14.1296,1151.73
4919,Kepler-961 b,Kepler-961,282.0354942,43.6312491,14.043,574.314
4920,Kepler-1569 b,Kepler-1569,292.2046748,37.2212065,13.9323,945.454
4921,Kepler-561 b,Kepler-561,293.7471107,45.1071981,14.3316,621.378
4922,Kepler-1548 b,Kepler-1548,287.4711817,46.0805706,15.2455,872.279
4923,Kepler-1591 b,Kepler-1591,296.5166659,44.6086233,14.6583,1419.58
4924,Kepler-1254 b,Kepler-1254,285.1733174,48.7700099,15.3024,622.818
4925,Kepler-508 b,Kepler-508,295.4042546,42.9812789,11.6039,324.618
4926,Kepler-804 b,Kepler-804,293.3722109,44.7851812,13.7361,649.65
4927,Kepler-953 c,Kepler-953,288.9716297,44.6246451,12.1425,258.893
4928,Kepler-266 b,Kepler-266,294.4843821,44.1669355,15.5772,1370.79
4929,Kepler-119 c,Kepler-119,295.9463854,42.6588324,14.2004,701.996
4930,Kepler-1545 b,Kepler-1545,298.8988313,47.4630696,15.0334,729.964
4931,Kepler-771 b,Kepler-771,287.4441104,38.0884183,14.7461,1393.85
4932,Kepler-222 d,Kepler-222,287.9060885,46.9377479,15.0603,758.854
4933,Kepler-228 c,Kepler-228,296.2860853,48.2246328,15.7042,1644.61
4934,Kepler-262 b,Kepler-262,290.7287168,37.2526575,14.2241,613.129
4935,Kepler-330 c,Kepler-330,288.4474035,44.8017616,15.2634,717.527
4936,Kepler-1454 b,Kepler-1454,284.2233265,48.8317229,14.8994,780.566
4937,Kepler-1124 b,Kepler-1124,286.5942529,37.8912836,15.9678,289.899
4938,Kepler-1131 b,Kepler-1131,295.6514492,49.2612954,14.9375,1030.7
4939,Kepler-1352 b,Kepler-1352,290.6937988,48.7014417,13.2495,670.829
4940,Kepler-1272 b,Kepler-1272,285.2197605,38.8058393,14.3837,1206.37
4941,Kepler-239 c,Kepler-239,294.2020505,40.6633313,15.2333,648.109
4942,Kepler-1466 b,Kepler-1466,289.8312418,44.6098415,13.8694,631.949
4943,Kepler-201 c,Kepler-201,293.626059,41.2728004,12.9199,636.445
4944,Kepler-301 d,Kepler-301,283.982904,49.2329512,14.2737,719.166
4945,Kepler-539 b,Kepler-539,299.1224639,41.8667953,12.379,307.318
4946,Kepler-1554 b,Kepler-1554,286.576016,41.7415762,15.7147,946.847
4947,Kepler-803 b,Kepler-803,299.2216728,44.6939033,13.63,639.771
4948,Kepler-828 b,Kepler-828,286.8872555,42.4712271,15.0441,575.322
4949,Kepler-1369 b,Kepler-1369,285.7972604,40.9361923,15.3498,1236.56
4950,Kepler-340 b,Kepler-340,295.933471,40.3005515,12.3031,808.762
4951,Kepler-700 b,Kepler-700,287.154224,41.5657775,15.1916,1491.76
4952,Kepler-219 d,Kepler-219,288.7389481,46.7625929,13.7179,787.07
4953,Kepler-264 b,Kepler-264,292.044628,37.3761861,13.0135,942.173
4954,Kepler-726 b,Kepler-726,291.7172776,44.8873466,15.035,762.081
4955,CoRoT-22 b,CoRoT-22,280.6671392,6.2191669,13.7305,627.158
4956,Kepler-733 b,Kepler-733,293.0181882,45.9147063,15.3954,916.706
4957,Kepler-1379 b,Kepler-1379,293.6704404,41.4102105,15.8526,971.325
4958,Kepler-1529 b,Kepler-1529,289.8707469,41.0407482,15.3885,661.014
4959,Kepler-1421 b,Kepler-1421,286.5806115,48.5442312,12.7261,783.401
4960,Kepler-1145 b,Kepler-1145,295.3081524,43.0444026,15.4499,691.961
4961,Kepler-260 b,Kepler-260,291.9259658,38.0140525,14.1176,627.365
4962,Kepler-891 b,Kepler-891,291.0837644,40.3552252,15.273,2340.58
4963,Kepler-897 b,Kepler-897,290.5867992,51.6957731,15.0787,1519.25
4964,Kepler-322 c,Kepler-322,281.3487514,44.2952525,13.5033,400.48
4965,Kepler-1012 b,Kepler-1012,289.2962253,46.4579889,13.3154,411.077
4966,Kepler-1336 c,Kepler-1336,296.2776587,46.8998006,14.0381,1126.64
4967,Kepler-581 b,Kepler-581,295.4326552,40.6481874,14.5302,703.758
4968,Kepler-721 b,Kepler-721,284.4305132,44.4803776,15.6428,926.598
4969,Kepler-1397 b,Kepler-1397,299.6758812,47.0758234,14.0909,1198.25
4970,Kepler-1307 b,Kepler-1307,292.8698348,46.7418679,15.3803,1014.62
4971,Kepler-950 b,Kepler-950,287.9565768,41.1302834,15.6813,2161.6
4972,Kepler-1065 c,Kepler-1065,294.511319,38.7904648,15.5016,1122.48
4973,Kepler-1450 b,Kepler-1450,294.5536825,45.0813011,15.4892,505.829
4974,Kepler-1478 b,Kepler-1478,293.1650085,41.746184,15.3994,1845.58
4975,Kepler-605 c,Kepler-605,287.2954015,43.2798677,14.1363,556.58
4976,Kepler-256 d,Kepler-256,292.58042,46.0973588,15.0151,1026.43
4977,Kepler-1644 b,Kepler-1644,285.4750512,48.0348356,14.1827,629.27
4978,Kepler-209 c,Kepler-209,291.1694567,42.6407281,13.9517,576.946
4979,Kepler-479 b,Kepler-479,291.0218899,37.7698734,13.544,344.901
4980,Kepler-563 b,Kepler-563,292.4461832,46.2897548,14.7389,565.207
4981,Kepler-1268 b,Kepler-1268,287.838419,43.1531776,15.2224,1840.77
4982,Kepler-1123 b,Kepler-1123,294.5177291,50.6703927,14.8069,704.323
4983,KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,269.8664167,-27.8780611,2,7470
4984,Kepler-1612 b,Kepler-1612,291.2503022,45.6550536,14.7157,764.726
4985,Kepler-329 b,Kepler-329,299.2681646,45.2272852,15.4312,439.719
4986,Kepler-42 d,Kepler-42,292.2196,44.6173667,14.9931,40.0595
4987,Kepler-1205 b,Kepler-1205,290.2796734,41.5150499,15.1303,698.485
4988,Kepler-1526 b,Kepler-1526,285.1197266,38.8664618,15.6551,555.574
4989,Kepler-157 d,Kepler-157,291.0972257,38.8756049,14.0374,773.713
4990,Kepler-1160 b,Kepler-1160,287.8793899,43.3640752,15.8003,1077.63
4991,Kepler-1153 b,Kepler-1153,289.1471849,45.86613,15.7976,1119.49
4992,Kepler-287 c,Kepler-287,290.9274282,48.4434588,14.7442,835.86
4993,Kepler-732 c,Kepler-732,283.7317274,45.9585288,15.0519,174.826
4994,Kepler-223 b,Kepler-223,298.3183909,47.2794824,15.3951,1859.71
4995,Kepler-1016 b,Kepler-1016,294.613689,45.9846265,15.3193,1402.82
4996,Kepler-191 d,Kepler-191,291.1833211,45.3230937,14.7758,594.464
4997,Kepler-1030 b,Kepler-1030,293.6819098,45.8175241,15.7163,758.702
4998,Kepler-649 b,Kepler-649,285.6558336,45.0794516,13.3936,513.748
4999,Kepler-357 b,Kepler-357,291.2429746,44.0086337,15.5215,688.573
5000,HD 240210 b,HD 240210,347.6219227,57.0294818,7.64476,372.405
5001,Kepler-1002 b,Kepler-1002,293.0794629,43.073677,11.6475,408.303
5002,Kepler-1630 b,Kepler-1630,297.5083004,43.7110543,14.2049,331.213
5003,HD 93083 b,HD 93083,161.0866672,-33.5776794,8.04206,28.5159
5004,HD 33283 b,HD 33283,77.0044889,-26.7976689,7.89933,89.8623
5005,HD 63454 b,HD 63454,114.8406393,-78.2791464,9.05402,37.6894
5006,Kepler-867 b,Kepler-867,287.2852554,51.2499499,14.8849,1195.54
5007,Kepler-238 b,Kepler-238,287.8971066,40.6378141,15.0243,1798.75
5008,Kepler-118 b,Kepler-118,299.2131881,41.4248195,14.7187,574.228
5009,Kepler-223 d,Kepler-223,298.3183909,47.2794824,15.3951,1859.71
5010,Kepler-341 b,Kepler-341,289.8615609,43.4727412,14.5672,1047.03
5011,Kepler-780 b,Kepler-780,281.7663511,44.2924898,13.3393,557.652
5012,HD 10180 f,HD 10180,24.4731133,-60.5114881,7.17261,38.9607
5013,HD 102329 b,HD 102329,176.6941567,3.4742143,7.58172,217.107
5014,Kepler-467 b,Kepler-467,287.3629145,38.6497341,12.359,466.265
5015,Kepler-1493 b,Kepler-1493,288.5493683,38.5651973,13.5532,555.051
5016,Kepler-263 c,Kepler-263,292.4698022,37.5677941,15.4167,754.747
5017,HD 45350 b,HD 45350,97.1902262,38.9627315,7.7,46.8733
5018,HD 34445 d,HD 34445,79.4207483,7.3527156,7.14947,46.0907
5019,HD 12648 b,HD 12648,34.7480718,85.7365329,6.7184,182.192
5020,HIP 109384 b,HIP 109384,332.408972,71.313956,9.387981,58.9582
5021,HD 66141 b,HD 66141,120.5662825,2.3350265,3.97926,68.1509
5022,Kepler-1301 b,Kepler-1301,286.6041816,42.4403309,15.3734,854.28
5023,Kepler-1143 c,Kepler-1143,287.302772,39.2896399,15.1938,555.189
5024,Kepler-415 b,Kepler-415,293.8045041,38.6390517,15.841,530.487
5025,Kepler-1387 b,Kepler-1387,292.4403029,43.2093456,14.5804,455.358
5026,Kepler-579 b,Kepler-579,295.0020771,39.9528613,14.2462,530.765
5027,Kepler-150 d,Kepler-150,288.2341025,40.520897,14.9743,891.092
5028,Kepler-1602 b,Kepler-1602,293.5808607,40.4275396,13.3012,629.804
5029,Kepler-1261 b,Kepler-1261,285.2324786,48.8066963,15.5817,744.294
5030,Kepler-1274 b,Kepler-1274,284.5936858,46.4497364,11.6819,614.648
5031,Kepler-204 b,Kepler-204,285.347162,41.761845,13.8745,686.723
5032,Kepler-221 c,Kepler-221,296.6547477,46.8352242,13.7486,385.231
5033,Kepler-732 b,Kepler-732,283.7317274,45.9585288,15.0519,174.826
5034,Kepler-257 c,Kepler-257,297.3159994,46.0232642,15.4215,780.256
5035,Kepler-272 c,Kepler-272,299.1275257,47.5938319,14.6591,889.608
5036,KIC 7917485 b,KIC 7917485,299.4346094,43.6326069,13.1092,1382.89
5037,Kepler-1476 b,Kepler-1476,284.5320743,43.9898971,15.4086,1002.74
5038,NN Ser c,NN Ser,238.2337015,12.9120871,16.5905,515.818
5039,Kepler-392 b,Kepler-392,288.660826,43.3681938,13.4218,681.428
5040,Kepler-331 d,Kepler-331,291.8343455,39.3073462,15.8359,580.119
5041,Kepler-866 b,Kepler-866,290.1222112,43.085407,15.7966,646.667
5042,Kepler-1109 b,Kepler-1109,291.6462654,39.3966122,14.2665,685.087
5043,HD 34445 e,HD 34445,79.4207483,7.3527156,7.14947,46.0907
5044,Kepler-861 b,Kepler-861,292.3539624,46.2262465,15.5958,850.327
5045,Kepler-1319 b,Kepler-1319,290.9564463,49.3667933,14.2218,103.917
5046,Kepler-1398 b,Kepler-1398,294.8661073,48.6389923,13.6605,852.204
5047,Kepler-1299 b,Kepler-1299,286.1501263,37.4113438,15.9003,1404.94
5048,Kepler-256 b,Kepler-256,292.58042,46.0973588,15.0151,1026.43
5049,Kepler-1413 b,Kepler-1413,294.3416065,46.4987624,16.2846,1167.49
5050,Kepler-1434 b,Kepler-1434,295.5384415,51.2030002,12.0421,775.529
5051,Kepler-1135 b,Kepler-1135,286.0029904,44.7565551,14.2953,1314.64
5052,HD 77338 b,HD 77338,135.3022475,-25.5282343,8.40992,45.935
5053,Kepler-1477 b,Kepler-1477,281.2985305,42.6856727,14.5763,680.828
5054,Kepler-1102 b,Kepler-1102,281.3225917,48.0664955,14.9224,1246.05
5055,Kepler-364 c,Kepler-364,281.5699998,47.3986233,13.6134,891.462
5056,Kepler-1317 b,Kepler-1317,291.6118842,42.1159787,15.2339,728.303
5057,Kepler-1556 b,Kepler-1556,288.3969751,40.2131892,15.2978,944.54
5058,Kepler-253 c,Kepler-253,291.8419337,44.858124,15.5122,838.595
5059,Kepler-953 b,Kepler-953,288.9716297,44.6246451,12.1425,258.893
5060,Kepler-389 c,Kepler-389,291.9600082,44.9000587,15.7495,816.559
5061,Kepler-402 c,Kepler-402,288.3701976,43.3546109,13.1917,625.339
5062,Kepler-318 b,Kepler-318,298.4828337,46.7936357,13.281,489.141
5063,Kepler-271 d,Kepler-271,283.0029316,44.284108,13.4284,404.542
5064,Kepler-1453 b,Kepler-1453,286.1255037,47.9475586,15.5278,1196.04
5065,Kepler-217 c,Kepler-217,293.0377331,46.2775223,13.1207,1104.64
5066,Kepler-336 c,Kepler-336,290.2376224,41.3313637,13.5839,768.86
5067,Kepler-1220 b,Kepler-1220,297.070398,42.9777396,14.9649,961.907
5068,Kepler-233 c,Kepler-233,296.3665054,51.3194548,15.3263,856.417
5069,Kepler-270 b,Kepler-270,282.2001207,44.4222795,13.8586,948.781
5070,Kepler-1286 b,Kepler-1286,280.2583709,43.8357433,15.1425,1354.46
5071,Kepler-910 b,Kepler-910,296.0472937,42.7429414,11.5286,400.289
5072,Kepler-357 c,Kepler-357,291.2429746,44.0086337,15.5215,688.573
5073,Kepler-1642 b,Kepler-1642,297.2121215,43.643789,14.1012,413.873
5074,Kepler-1254 c,Kepler-1254,285.1733174,48.7700099,15.3024,622.818
5075,HD 13908 c,HD 13908,34.5609102,65.5941901,7.3845,79.5515
5076,HD 73534 b,HD 73534,129.8153421,12.9599703,7.95707,83.3321
5077,Kepler-753 b,Kepler-753,291.9032411,37.9023677,14.4746,274.767
5078,GJ 3138 d,GJ 3138,32.2977385,-16.3392495,10.1924,28.4712
5079,HD 34445 f,HD 34445,79.4207483,7.3527156,7.14947,46.0907
5080,Kepler-219 b,Kepler-219,288.7389481,46.7625929,13.7179,787.07
5081,Kepler-909 b,Kepler-909,289.5063796,45.3709728,11.5096,309.596
5082,Kepler-1459 b,Kepler-1459,282.4229401,46.0139761,14.5519,455.479
5083,Kepler-1086 c,Kepler-1086,295.251187,45.8429537,15.5551,466.084
5084,Kepler-1444 b,Kepler-1444,285.3306799,42.0405016,12.2578,319.675
5085,HD 34445 g,HD 34445,79.4207483,7.3527156,7.14947,46.0907
5086,HD 187085 b,HD 187085,297.3915731,-37.7809929,7.07508,45.8993
5087,HD 200964 c,HD 200964,316.6664183,3.8033357,6.23723,72.5922
5088,Kepler-1396 b,Kepler-1396,294.3363936,44.9182296,14.5271,1066.46
5089,Kepler-1435 b,Kepler-1435,291.1732806,44.9210836,12.8692,704.211
5090,Kepler-1093 c,Kepler-1093,284.9780251,41.4202077,13.8084,1072.88
5091,Kepler-191 c,Kepler-191,291.1833211,45.3230937,14.7758,594.464
5092,HD 121504 b,HD 121504,209.3199062,-56.0404085,7.39023,41.6592
5093,Kepler-1627 b,Kepler-1627,284.0566675,41.5767277,13.0492,317.437
5094,HD 20781 b,HD 20781,50.0139757,-28.7841175,8.2372,35.9715
5095,Kepler-1128 b,Kepler-1128,293.063315,39.4034052,15.6861,1083.41
5096,Kepler-948 b,Kepler-948,293.3002774,41.5233244,14.7858,868.017
5097,Kepler-360 c,Kepler-360,286.2847077,44.7815817,14.8128,876.044
5098,Kepler-610 b,Kepler-610,293.1713241,45.0655934,14.7698,845.824
5099,Kepler-1617 b,Kepler-1617,287.9371747,46.4184781,13.6555,898.31
5100,Kepler-1093 b,Kepler-1093,284.9780251,41.4202077,13.8084,1072.88
5101,Kepler-356 c,Kepler-356,292.4210998,37.6827919,12.9654,707.559
5102,Kepler-286 d,Kepler-286,290.6761874,48.2942362,15.5447,1226.85
5103,Kepler-142 d,Kepler-142,295.1190067,48.4813635,13.197,548.686
5104,Kepler-602 b,Kepler-602,296.0318985,42.1418634,14.4779,1159.31
5105,Kepler-729 b,Kepler-729,286.3600604,45.4142664,15.5472,1921.15
5106,NGC 2682 Sand 364 b,NGC 2682 Sand 364,132.4866957,11.6924845,9.40374,817.192
5107,Kepler-983 b,Kepler-983,285.1042243,45.0080745,13.9863,714.437
5108,Kepler-903 c,Kepler-903,288.7710137,40.6641771,14.615,1369.24
5109,Kepler-390 b,Kepler-390,291.6288086,41.2088351,13.9222,435.277
5110,Lupus-TR-3 b,Lupus-TR-3,232.5774696,-42.9799461,18.765,773.409
5111,Kepler-1422 b,Kepler-1422,293.8902214,48.3360926,15.6194,2465.84
5112,Kepler-755 b,Kepler-755,296.8609348,41.0973178,14.0242,399.034
5113,HD 52265 b,HD 52265,105.0746449,-5.3668142,6.15257,29.9803
5114,HD 285507 b,HD 285507,61.755663,15.3349441,10.0404,45.0293
5115,HD 13808 b,HD 13808,33.1780708,-53.7437591,8.11006,28.2305
5116,HD 34445 c,HD 34445,79.4207483,7.3527156,7.14947,46.0907
5117,Kepler-1025 b,Kepler-1025,284.510214,43.9615628,13.5557,803.776
5118,Kepler-333 c,Kepler-333,292.2861201,40.9135429,14.7212,324.413
5119,Kepler-639 b,Kepler-639,292.1868271,41.726944,13.2686,850.242
5120,Kepler-588 b,Kepler-588,284.2572531,47.6889081,14.6813,1209.4
5121,Kepler-231 c,Kepler-231,293.9733913,50.531846,15.3896,316.618
5122,HD 153950 b,HD 153950,256.1292826,-43.3103753,7.23813,48.4549
5123,Kepler-386 b,Kepler-386,289.8589165,48.6938077,15.6172,882.462
5124,Kepler-1590 b,Kepler-1590,291.4079141,48.0178915,14.077,771.152
5125,Kepler-1382 b,Kepler-1382,295.3774182,39.0480365,12.7575,738.261
5126,Kepler-1058 b,Kepler-1058,294.5956256,45.8750556,15.5037,491.997
5127,Kepler-833 b,Kepler-833,290.4799052,45.6005798,15.4686,467.37
5128,Kepler-1562 b,Kepler-1562,294.4556567,46.7435353,15.2729,2060.72
5129,Kepler-190 b,Kepler-190,288.5839761,44.7337701,14.1175,433.387
5130,HD 51608 c,HD 51608,103.7137102,-55.2600189,7.96058,35.0553
5131,Kepler-1464 c,Kepler-1464,287.2356828,38.7540824,14.1296,1151.73
5132,Kepler-276 b,Kepler-276,293.568197,39.0363123,15.3648,1144.86
5133,Kepler-282 e,Kepler-282,284.6772402,44.7976401,15.1779,1337.61
5134,Kepler-509 b,Kepler-509,289.664394,48.706165,11.7836,332.443
5135,Kepler-240 c,Kepler-240,291.1587635,40.7502108,15.6622,746.927
5136,Kepler-1391 b,Kepler-1391,294.8309749,46.6595768,13.8283,1038.35
5137,Kepler-325 b,Kepler-325,289.8354219,49.825607,15.0053,823.242
5138,Kepler-1265 b,Kepler-1265,284.5858364,47.0795646,15.5655,583.641
5139,Kepler-217 d,Kepler-217,293.0377331,46.2775223,13.1207,1104.64
5140,Gl 49 b,Gl 49,15.6687321,62.3454386,8.66282,9.8528
5141,Kepler-361 c,Kepler-361,296.8034146,46.7411011,13.5447,930.32
5142,Kepler-346 b,Kepler-346,288.0119248,46.1176003,15.1549,984.105
5143,Kepler-905 b,Kepler-905,290.0511468,46.7134077,13.9504,529.268
5144,Kepler-1371 c,Kepler-1371,288.8314251,47.5519753,13.8344,515.334
5145,HD 200964 b,HD 200964,316.6664183,3.8033357,6.23723,72.5922
5146,Kepler-617 b,Kepler-617,283.7407247,47.5161237,14.8277,173.354
5147,Kepler-371 b,Kepler-371,292.3264835,38.6575441,13.7984,813.192
5148,Kepler-1276 b,Kepler-1276,287.8570173,40.5471909,12.8485,538.481
5149,Kepler-1383 b,Kepler-1383,297.9447714,42.1918449,13.7077,1027.21
5150,BD+15 2375 b,BD+15 2375,176.4820239,14.6163182,9.9918,768.045
5151,Kepler-307 c,Kepler-307,297.7950939,40.4176403,14.0561,575.581
5152,HD 208527 b,HD 208527,329.0999413,21.239922,5.61607,312.202
5153,Kepler-694 b,Kepler-694,291.1495269,40.4204569,15.0857,1023.06
5154,Kepler-1253 b,Kepler-1253,283.8852196,47.6371507,12.4566,514.524
5155,Kepler-1273 b,Kepler-1273,285.8032016,44.8733983,15.796,1114.24
5156,Kepler-215 b,Kepler-215,294.9735313,45.2136867,13.5549,485.997
5157,Kepler-1195 b,Kepler-1195,284.3510523,40.8529319,15.9123,918.566
5158,Kepler-245 c,Kepler-245,291.6389972,42.4363482,15.5969,861.527
5159,Kepler-359 d,Kepler-359,293.2936129,42.1963497,15.8814,1443.21
5160,Kepler-135 b,Kepler-135,290.4950939,38.7954956,12.6789,621.855
5161,Kepler-1425 b,Kepler-1425,294.9510368,43.0124348,13.5629,863.873
5162,Kepler-892 b,Kepler-892,283.1296399,43.8880983,15.5902,570.727
5163,PSR B1257+12 d,PSR B1257+12,195.0149029,12.6823534,2,600
5164,Kepler-1291 b,Kepler-1291,289.3770051,40.0010791,15.8826,897.352
5165,Kepler-874 b,Kepler-874,294.9568477,43.0142991,14.6941,1082.16
5166,61 Vir d,61 Vir,199.596455,-18.3157745,4.54052,8.50332
5167,Kepler-135 c,Kepler-135,290.4950939,38.7954956,12.6789,621.855
5168,Kepler-1011 b,Kepler-1011,297.4015491,46.8239976,15.2028,736.779
5169,Kepler-251 b,Kepler-251,296.5662171,44.1058077,15.216,924.625
5170,Kepler-801 b,Kepler-801,286.0751815,44.6646277,15.2759,440.426
5171,Kepler-793 b,Kepler-793,295.2167334,38.7744269,14.601,985.699
5172,USco1621 b,USco1621 A,245.3730855,-25.4954265,14.1769,137.901
5173,Gl 378 b,Gl 378,150.5865513,48.0824515,9.26515,14.9545
5174,GJ 1061 d,GJ 1061,54.0032486,-44.5143104,10.9889,3.67278
5175,Kepler-1113 b,Kepler-1113,289.4066969,39.338813,14.7828,1073.88
5176,Kepler-915 b,Kepler-915,290.5921293,45.7372184,13.2408,849.036
5177,Kepler-1401 b,Kepler-1401,287.4660334,40.75842,14.9721,1425.43
5178,Kepler-991 b,Kepler-991,297.0905543,49.6264867,15.1476,389.561
5179,Kepler-758 d,Kepler-758,293.0846115,41.1354049,14.3267,1502.32
5180,Kepler-857 b,Kepler-857,294.6323978,43.4004526,15.0638,983.502
5181,Kepler-1446 b,Kepler-1446,289.4240357,46.7260823,12.4086,152.075
5182,Kepler-1560 b,Kepler-1560,292.7846013,43.21601,13.3846,502.497
5183,Kepler-925 b,Kepler-925,290.1065581,40.4906242,15.8155,611.115
5184,Kepler-755 c,Kepler-755,296.8609348,41.0973178,14.0242,399.034
5185,Kepler-344 c,Kepler-344,292.4996101,46.3243406,15.3025,1002.94
5186,HD 31527 c,HD 31527,73.9096193,-23.2413163,7.33222,38.4473
5187,Kepler-1386 b,Kepler-1386,280.8233646,42.6360518,14.4168,835.882
5188,Kepler-1635 b,Kepler-1635,285.3490542,45.5561768,15.6928,1069.45
5189,Kepler-1377 b,Kepler-1377,289.1954229,46.6516055,15.8887,1146.1
5190,Kepler-1257 b,Kepler-1257,296.0756231,45.6270165,15.5124,1105.95
5191,Kepler-318 c,Kepler-318,298.4828337,46.7936357,13.281,489.141
5192,Kepler-398 b,Kepler-398,291.4688524,40.3437001,13.2351,177.355
5193,Kepler-115 c,Kepler-115,297.7119299,45.261985,13.3925,623.609
5194,Kepler-750 b,Kepler-750,289.0968274,44.004364,14.467,1296.02
5195,Kepler-1092 b,Kepler-1092,297.7232008,47.1126833,14.6163,981.233
5196,Kepler-465 b,Kepler-465,284.5557853,46.0638865,12.5914,553.077
5197,Kepler-689 b,Kepler-689,294.7106347,39.5216975,15.592,1131.73
5198,Kepler-335 b,Kepler-335,296.0642944,45.4285986,13.9603,1278.97
5199,Kepler-144 c,Kepler-144,281.9156128,42.7755535,11.9438,384.917
5200,Kepler-1242 b,Kepler-1242,284.6062174,41.196344,15.4984,687.615
5201,Kepler-835 b,Kepler-835,283.5742181,45.7348003,15.8901,2406.33
5202,Kepler-1441 b,Kepler-1441,293.7191177,43.1245756,14.2567,1110.48
5203,61 Vir b,61 Vir,199.596455,-18.3157745,4.54052,8.50332
5204,Kepler-938 b,Kepler-938,294.7890593,46.9839352,2,1182.05
5205,Kepler-666 b,Kepler-666,298.4568899,48.7915925,15.3405,1508.71
5206,Kepler-175 c,Kepler-175,289.553232,43.876116,14.9115,1312.34
5207,Kepler-504 b,Kepler-504,284.9219608,45.9723265,14.4582,99.0688
5208,Kepler-1565 b,Kepler-1565,297.9529793,40.8067876,15.4317,629.93
5209,Kepler-235 c,Kepler-235,286.0790779,39.278237,15.9695,428.018
5210,Kepler-173 c,Kepler-173,294.6466171,41.8840952,14.2578,833.165
5211,Kepler-332 d,Kepler-332,286.6627811,47.4136938,14.0025,344.19
5212,Kepler-421 b,Kepler-421,283.2568116,45.0876823,13.3477,348.558
5213,Kepler-557 b,Kepler-557,293.7084179,41.6151084,14.6387,2097.12
5214,Kepler-294 c,Kepler-294,287.3920392,46.0592578,15.8186,1357.01
5215,Kepler-1388 b,Kepler-1388,283.3360156,47.1744499,16.2941,453.795
5216,Kepler-627 b,Kepler-627,292.1042198,39.7678585,13.949,984.307
5217,Kepler-1447 b,Kepler-1447,289.6434285,50.727016,14.6643,890.296
5218,Kepler-392 c,Kepler-392,288.660826,43.3681938,13.4218,681.428
5219,KOI-1599.01,KOI-1599,298.3738383,40.6184483,14.854,1131.64
5220,Kepler-1641 b,Kepler-1641,296.359456,41.5745321,14.2231,860.37
5221,HD 141399 d,HD 141399,236.7235392,46.986288,7.00926,37.0169
5222,Kepler-520 c,Kepler-520,293.1802903,41.6177408,12.7602,623.901
5223,Kepler-1136 b,Kepler-1136,284.1078441,44.2458047,15.6422,491.406
5224,Kepler-1621 b,Kepler-1621,297.5885341,43.8411937,15.0106,1631.66
5225,Kepler-321 c,Kepler-321,294.4536991,44.1457626,12.7549,384.542
5226,Kepler-1561 b,Kepler-1561,296.9235822,43.5664628,14.648,839.076
5227,Kepler-341 d,Kepler-341,289.8615609,43.4727412,14.5672,1047.03
5228,Kepler-115 b,Kepler-115,297.7119299,45.261985,13.3925,623.609
5229,Kepler-1290 b,Kepler-1290,290.6852287,43.8596155,15.6906,1593.7
